program_id,channel_id,start,end,fitness
Channel_262_0,262,360,420,130
FOX_News_1,8,420,450,90
FOX_News_2,8,450,480,84
Channel_832_2,832,480,510,123
Channel_215_3,215,510,600,120
Channel_202_3,202,600,630,110
Channel_276_4,276,630,750,115
Channel_321_6,321,750,780,116
Channel_233_6,233,780,810,95
Channel_449_6,449,810,840,119
Channel_1003_6,1003,840,900,118
Channel_159_8,159,930,1050,127
Channel_277_9,277,1050,1080,133
AMC_8,20,1080,1140,95
Channel_255_10,255,1140,1170,132
Channel_393_12,393,1170,1200,135
ESPN_15,5,1200,1290,95
ESPN_16,5,1290,1350,72
HLN_11,9,1350,1410,80
CNBC_14,33,1410,1440,110
